"job_title","activity_sector","job_function","required_experience","study_level","contract_type","remote_work","city"
"conseiller en assurances -","banque, assurance, finances","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"agents de réception marchandise -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac","stage","non","casablanca"
"chargé(e) de help desk -","services autres","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"senior data engineers -","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +4","cdi","non","casablanca"
"menuisier poseur -","hôtellerie, restauration","métiers du btp","junior (de 3 à 5 ans)","qualification avant bac","intérim","non","casablanca"
"comptable (h/f) -","services autres","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +3","intérim","non","casablanca"
"technicien en informatique -","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"comptable trésorerie -","distribution, vente, commerce de gros","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","cdd","non","casablanca"
"animateurs hse -","distribution, vente, commerce de gros","production, maintenance, qualité","junior (de 3 à 5 ans)","bac","intérim","non","berrechid"
"responsable de formation -","industrie, production, fabrication, autres","rh, formation","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","tanger"
"infirmière -","papier, bois, caoutchouc, plastique, verre, tabac","rh, formation","fraichement diplômé","bac","cdi","non","tanger"
"vendeuse caissière -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac","intérim","non","casablanca"
"coursier avec moto -","sport, action culturelle et sociale","métiers des services","débutant (de 1 à 3 ans)","bac","intérim","non","casablanca"
"engineering technician -","industrie, production, fabrication, autres","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","cdi","non","el jadida"
"électriciens -","industrie, production, fabrication, autres","métiers du btp","débutant (de 1 à 3 ans)","bac +2","cdd","non","agadir"
"technicien de contrôle qualité -","industrie, production, fabrication, autres","production, maintenance, qualité","débutant (de 1 à 3 ans)","bac +2","cdi","non","tanger"
"chargé de méthodes -","industrie pharmaceutique","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"quality technician -","industrie, production, fabrication, autres","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","cdi","non","el jadida"
"commercial terrain -","immobilier, architecture, urbanisme","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","tanger"
"magasinier -","agroalimentaire","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","tanger"
"juriste junior -","electricité, eau, gaz, nucléaire, énergie","juridique","débutant (de 1 à 3 ans)","bac +3","intérim","non","casablanca"
"agents de sécurité et de surveillance -","distribution, vente, commerce de gros","métiers des services","débutant (de 1 à 3 ans)","bac","stage","non","casablanca"
"comptable junior -","industrie, production, fabrication, autres","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +3","intérim","non","casablanca"
"opérateur gestionnaire d´agence -","banque, assurance, finances","commercial, vente","fraichement diplômé","bac +2","statutaire","non","marrakech"
"conseillers de vente h/f -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","stage","non","casablanca"
"analyste de données expérimenté(e) (senior) -","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"plombier -","transports, logistique, services postaux","métiers des services","junior (de 3 à 5 ans)","qualification avant bac","intérim","non","casablanca"
"représentant commercial et pédagogique – secteur de l’éducation -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","marrakech"
"responsable de vente sur terrain -","transports, logistique, services postaux","commercial, vente","junior (de 3 à 5 ans)","bac +3","intérim","non","agadir"
"représentant commercial et pédagogique – secteur de l’éducation -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","laâyoune"
"chargé(e) de recrutement -","automobile, matériels de transport, réparation","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +3","cdi","non","tanger"
"chargé de clientèle centre d´appel -","centres d´appel, hotline, call center","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"responsable des opérations logistiques -","distribution, vente, commerce de gros","transport, logistique","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"chef de rang anglophone -","hôtellerie, restauration","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac +2","cdi","non","agadir"
"chargé(e) de recouvrement -","location","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"électricien contrôleur de chantier -","industrie, production, fabrication, autres","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"conducteur de trax -","agriculture, pêche, aquaculture","transport, logistique","débutant (de 1 à 3 ans)","qualification avant bac","intérim","non","casablanca"
"électricien industriel -","industrie, production, fabrication, autres","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"dermo-","industrie pharmaceutique","commercial, vente","fraichement diplômé","qualification avant bac","cdi","non","casablanca"
"chef boucher -","tourisme, loisirs","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac","intérim","non","marrakech"
"chargé de clientèle -","banque, assurance, finances","commercial, vente","fraichement diplômé","bac +5 et plus","cdi","non","casablanca"
"secrétaire comptable -","secrétariat","gestion, comptabilité, finance","fraichement diplômé","bac","stage","non","casablanca"
"chef de partie garde manger -","tourisme, loisirs","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac +2","intérim","non","marrakech"
"chargé d´accueil -","industrie, production, fabrication, autres","secrétariat, assistanat","junior (de 3 à 5 ans)","bac +3","intérim","non","casablanca"
"comptable -","ameublement, décoration","commercial, vente","fraichement diplômé","bac +2","cdi","non","casablanca"
"développeurs fullstack .net / reactjs -","informatique, ssii, internet","informatique, nouvelles technologies","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"chargé de réclamation client -","banque, assurance, finances","commercial, vente","fraichement diplômé","bac +3","cdi","non","casablanca"
"stagiaire en marketing digital -","textile, habillement, cuir, chaussures","marketing, communication","fraichement diplômé","qualification avant bac","stage","non","casablanca"
"caissières -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac","stage","non","casablanca"
"animateur de vente -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"stagiaire technicien electromécanique -","btp, construction","métiers du btp","fraichement diplômé","bac +2","stage","non","témara"
"responsable département qualité et formation -","automobile, matériels de transport, réparation","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +3","cdi","non","meknès"
"enseignants(es) -","éducation, formation","rh, formation","débutant (de 1 à 3 ans)","bac +5 et plus","cdi","non","rabat"
"chef de réception marchandise -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +2","stage","non","casablanca"
"agent administratif -","btp, construction","métiers du btp","débutant (de 1 à 3 ans)","bac","cdi","non","rabat"
"secrétaire maitrisant la langue arabe + notion en droit -","conseil, audit, comptabilité","juridique","fraichement diplômé","bac +2","stage","non","agadir"
"manager en qualité -","chimie, pétrochimie, matières premières, mines","management, direction générale","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","tanger"
"chef de rayon spécialisé (électricité et luminaire) -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdd","non","casablanca"
"responsable adv -","agroalimentaire","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","agadir"
"procurement and planning associate -","transports, logistique, services postaux","transport, logistique","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","tétouan"
"responsable ingénierie de projet -","automobile, matériels de transport, réparation","management, direction générale","junior (de 3 à 5 ans)","qualification avant bac","cdi","non","casablanca"
"assistante administrative -","services autres","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"agents de sécurité et de surveillance -","distribution, vente, commerce de gros","métiers des services","débutant (de 1 à 3 ans)","bac","stage","non","casablanca"
"logistic associate -","transports, logistique, services postaux","transport, logistique","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","tétouan"
"agent logistique -","transports, logistique, services postaux","transport, logistique","junior (de 3 à 5 ans)","bac +4","intérim","non","fès"
"gardien -","agriculture, pêche, aquaculture","métiers des services","débutant (de 1 à 3 ans)","qualification avant bac","intérim","non","casablanca"
"conseillers de vente h/f -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","stage","non","casablanca"
"technicien bâtiment -","btp, construction","métiers du btp","senior (de 5 à 10 ans)","bac +4","cdi","non","tanger"
"opératrice de production -","automobile, matériels de transport, réparation","production, maintenance, qualité","débutant (de 1 à 3 ans)","qualification avant bac","intérim","non","kénitra"
"agents de réception marchandise -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","stage","non","casablanca"
"chargée de portefeuille -","maintenance, entretien, service après vente","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"préparateur de commande -","electricité, eau, gaz, nucléaire, énergie","production, maintenance, qualité","débutant (de 1 à 3 ans)","bac","intérim","non","casablanca"
"agents service après vente -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","stage","non","casablanca"
"responsable maintenance d´engins de chantier et camions -","location","métiers du btp","débutant (de 1 à 3 ans)","bac +2","cdd","non","el jadida"
"stagiaire marketing et communication -","intérim, recrutement","marketing, communication","fraichement diplômé","bac +4","stage","non","casablanca"
"comptable confirmé(e) -","conseil, audit, comptabilité","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +3","cdi","non","fès"
"techniciens spécialisés en plasturgie -","hôtellerie, restauration","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"infographiste -","distribution, vente, commerce de gros","marketing, communication","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"consumer engagement executive -","import, export","achats","débutant (de 1 à 3 ans)","bac","intérim","non","casablanca"
"chef de projet -","distribution, vente, commerce de gros","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","rabat"
"technicien carrosserie et peinture automobile -","automobile, matériels de transport, réparation","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"commis en douane -","import, export","transport, logistique","junior (de 3 à 5 ans)","bac +1","cdi","non","casablanca"
"caissier -","distribution, vente, commerce de gros","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"responsable centre de formation -","distribution, vente, commerce de gros","management, direction générale","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"chargés des bases de données -","services autres","secrétariat, assistanat","junior (de 3 à 5 ans)","bac +2","intérim","non","casablanca"
"mixologue artiste -","évènementiel, hôte(sse), accueil","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac","cdi","non","agadir"
"chef de partie boucherie -","hôtellerie, restauration","tourisme, hôtellerie, restauration","junior (de 3 à 5 ans)","bac","cdi","non","agadir"
"stagiaire secrétaire -","éducation, formation","secrétariat, assistanat","fraichement diplômé","bac","stage","non","casablanca"
"technicien en électromécanique -","distribution, vente, commerce de gros","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","tamesna"
"casablanca - chargés de clientèle francophone en réception d'appels – secteur audiovisuel - netflix","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"testeur de voitures -","automobile, matériels de transport, réparation","métiers des services","débutant (de 1 à 3 ans)","bac +2","intérim","non","oued zem"
"mécanicien poids lourds expérimenté -","intérim, recrutement","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","cdi","non","mohammédia"
"commercial showroom ameublement décoration -","ameublement, décoration","commercial, vente","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"dessinateur -","ameublement, décoration","métiers du btp","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"responsable commercial -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"commerciaux -","distribution, vente, commerce de gros","commercial, vente","fraichement diplômé","bac +2","cdi","non","tanger"
"chargé de marketing digital -","ameublement, décoration","commercial, vente","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"comptable junior -","conseil, audit, comptabilité","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"agents de sécurité et de surveillance -","distribution, vente, commerce de gros","métiers des services","débutant (de 1 à 3 ans)","bac","stage","non","casablanca"
"conducteur de travaux d´eléctricité -","electricité, eau, gaz, nucléaire, énergie","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","cdd","non","marrakech"
"technicien qualité -","industrie, production, fabrication, autres","production, maintenance, qualité","junior (de 3 à 5 ans)","bac +2","cdd","non","tanger"
"gestionnaire sinistre -","location","métiers des services","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"déclarant en douane -","distribution, vente, commerce de gros","achats","junior (de 3 à 5 ans)","bac +5 et plus","cdi","non","casablanca"
"technicien de laboratoire -","santé, pharmacie, hôpitaux, équipements médicaux","métiers de la santé et du social","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"chef comptable (filiales) -","industrie pharmaceutique","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +5 et plus","cdi","non","casablanca"
"bibliothécaire -","édition, imprimerie","informatique, nouvelles technologies","fraichement diplômé","qualification avant bac","statutaire","non","marrakech"
"commercial senior -","btp, construction","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","mohammédia"
"commercial expérimenté -","industrie, production, fabrication, autres","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"opérateur d´emballage -","industrie, production, fabrication, autres","production, maintenance, qualité","fraichement diplômé","qualification avant bac","intérim","non","tétouan"
"hse manager -","btp, construction","métiers du btp","expert (10 ou plus)","bac +5 et plus","freelance","non","el jadida"
"chargé de projet -","industrie, production, fabrication, autres","production, maintenance, qualité","débutant (de 1 à 3 ans)","bac +3","cdi","non","kénitra"
"assistante de direction -","btp, construction","secrétariat, assistanat","fraichement diplômé","qualification avant bac","cdi","non","rabat"
"comptable -","services autres","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +3","intérim","non","casablanca"
"assistante administrative et commerciale -","centres d´appel, hotline, call center","commercial, vente","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"assistante adv -","distribution, vente, commerce de gros","commercial, vente","fraichement diplômé","qualification avant bac","cdi","non","casablanca"
"projeteur fluide -","btp, construction","métiers du btp","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"conseiller en assurance -","banque, assurance, finances","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","rabat"
"secrétaire administratif/ve -","éducation, formation","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","casablanca"
"conseiller de vente -","hôtellerie, restauration","commercial, vente","junior (de 3 à 5 ans)","bac +2","cdi","non","casablanca"
"chef de site de copropriété -","nettoyage, sécurité, surveillance","management, direction générale","junior (de 3 à 5 ans)","bac +3","cdd","non","casablanca"
"commercial terrain -","distribution, vente, commerce de gros","commercial, vente","senior (de 5 à 10 ans)","bac +3","cdi","non","casablanca"
"charges de clientéle francophones en réception et émission d'appels à fes/meknes/rabat/salé/agadir","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","agadir"
"assistant comptable -","conseil, audit, comptabilité","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +5 et plus","temps partiel","non","tanger"
"graphic designer -","marketing, communication, médias","marketing, communication","débutant (de 1 à 3 ans)","bac","cdd","non","casablanca"
"conseiller(ère) commercial(e) -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","rabat"
"coursier motorisé -","services autres","transport, logistique","senior (de 5 à 10 ans)","bac +2","cdi","non","casablanca"
"électroniciens -","equip. électriques, électroniques, optiques, précision","production, maintenance, qualité","fraichement diplômé","bac +1","intérim","non","casablanca"
"assistante commerciale -","marketing, communication, médias","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdi","non","tanger"
"store manager -","distribution, vente, commerce de gros","commercial, vente","junior (de 3 à 5 ans)","bac +4","cdi","non","casablanca"
"aide mécanicien -","automobile, matériels de transport, réparation","métiers des services","fraichement diplômé","qualification avant bac","intérim","non","mohammédia"
"boulanger -","agroalimentaire","production, maintenance, qualité","débutant (de 1 à 3 ans)","qualification avant bac","cdd","non","casablanca"
"enseignant de mathématiques -","éducation, formation","rh, formation","fraichement diplômé","bac +2","cdi","non","casablanca"
"prospecteur foncier -","immobilier, architecture, urbanisme","commercial, vente","junior (de 3 à 5 ans)","bac +3","cdd","non","casablanca"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","services autres","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"charges de clientèle francophones et franco-anglophones en réception d'appels a marrakech","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","marrakech"
"charges de clientèle francophones en réception d'appels secteurs automobile/assurance/telecom/recouvrement/asus a casablanca et mohammedia","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","casablanca"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"casa - charges de clientele francophone en reception - secteurs automobile/assurance/telecom/netflix/asus","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"social media marketing","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"web designer/seo avec experience","informatique, ssii, internet","informatique, nouvelles technologies","débutant (de 1 à 3 ans)","bac","cdi","non","casablanca"
"marrakech - conseillers commerciaux parfaitement francophone en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"commerciaux francophones expert en mutuelle santé (réception d'appels) h/f | rabat | contrat cdi","centres d´appel, hotline, call center","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +2","cdi","non","témara"
"commerciaux francophones expert en mutuelle santé (réception d'appels) h/f | rabat | contrat cdi","centres d´appel, hotline, call center","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +2","cdi","non","salé"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"commerciaux francophones expert en mutuelle santé (réception d'appels) h/f | rabat | contrat cdi","banque, assurance, finances","gestion, comptabilité, finance","senior (de 5 à 10 ans)","bac +2","cdi","non","rabat"
"téléconseillés(res) débutants ou experementés","marketing, communication, médias","métiers des services","débutant (de 1 à 3 ans)","bac","cdi","non","casablanca"
"conseillers commerciaux experts en assurance sante + auto : rem jusqu’à 35 000 dhs","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"assistante de direction","éducation, formation","rh, formation","débutant (de 1 à 3 ans)","bac +2","cdi","non","rabat"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"casa - réception d'appels francophones - service client mobile a casanearshore","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"métreur","btp, construction","métiers du btp","senior (de 5 à 10 ans)","bac +4","cdd","non","marrakech"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"casablanca - conseillers clients techniques francophones en réception d'appels","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"collaborateur comptable (h/f) – sous-traitance en comptabilité française, basé à tétouan","conseil, audit, comptabilité","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","tétouan"
"teleconseiller mutuelle prevoyance h/f","centres d´appel, hotline, call center","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac","freelance","non","casablanca"
"conseillers commerciaux experts en assurance sante + auto : rem jusqu’à 35 000 dhs","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"telefonist auf deutsch - wenn sie gut deutsch sprechen, sind sie willkommen!","centres d´appel, hotline, call center","gestion, comptabilité, finance","fraichement diplômé","bac","cdi","non","fès"
"chargé(e) de clientèle francophone en réception d'appels à mohammedia/ prime déplafonnée","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","mohammédia"
"gestor/a telefónico concertación citas comerciales tetuán","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac","cdi","non","tétouan"
"marrakech - conseillers commerciaux parfaitement francophone en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"fiduciaire cherche comptable","conseil, audit, comptabilité","gestion, comptabilité, finance","junior (de 3 à 5 ans)","bac +2","cdi","non","rabat"
"chargé(e) de clientèle francophone en réception d'appels à marrakech/ 2000 dh prime de bienvenue","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","marrakech"
"« secrétaire en relation clientèle »","services autres","télémarketing, téléassistance","senior (de 5 à 10 ans)","bac +2","cdi","non","agadir"
"casa - charges de clientele parfaitement francophone - activite bancaire","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"marrakech - formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"marrakech - charges de clientèle francophone en réception d'appel - 2000dhs prime bienvenue","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"charges de clientèle francophones et franco-anglophones en réception d'appels a marrakech","services autres","télémarketing, téléassistance","fraichement diplômé","bac","cdi","non","marrakech"
"chargés clientèle 5500dhs centre ville","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"marrakech - charges de clientèle francophone en réception d'appel","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"casa - conseiller client francophone service après-vente - secteur automobile","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"charges de clientèle francophones en réception d'appels secteurs automobile/assurance/telecom/recouvrement/asus a casablanca et mohammedia","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","casablanca"
"charges de clientele francophones et franco-anglophones en reception d'appels a marrakech","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac","cdi","non","marrakech"
"chargés clientèle réception d'appels (4500dhs + primes +2000dhs primes de bienvenue)","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casablanca - chargés de clientèle francophone en réception d'appels – secteur audiovisuel - netflix","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"charges de clientèle francophones en réception et émission d'appels à fes/meknes/rabat/salé/agadir","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","agadir"
"charges de clientele francophones en reception d'appels secteurs automobile/assurance/telecom/netflix/asus a casablanca et mohammedia","centres d´appel, hotline, call center","métiers des services","fraichement diplômé","bac","cdi","non","casablanca"
"chargés clientèle réception d'appels (4500dhs + primes +2000dhs primes de bienvenue)","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","mohammédia"
"collaborateur comptable (h/f) comptabilité française à rabat","conseil, audit, comptabilité","gestion, comptabilité, finance","fraichement diplômé","bac +3","cdi","non","rabat"
"offre de stage","services autres","télémarketing, téléassistance","fraichement diplômé","bac +3","intérim","non","rabat"
"marrakech - charges de clientèle francophone en réception d'appel","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"marrakech - conseillers commerciaux parfaitement francophone en reception","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"ingénieur biomédical","conseil, audit, comptabilité","informatique, nouvelles technologies","fraichement diplômé","bac +4","cdi","non","rabat"
"conseillers commerciaux experts en assurance santé ou auto : salaire jusqu’à 30 000 dhs (courtier français)","services autres","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"agent de support","services autres","télémarketing, téléassistance","débutant (de 1 à 3 ans)","bac +2","cdd","non","tanger"
"casablanca - réception d'appels francophones au centre ville","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casanearshore - conseillers clientele pour differentes activites francophones avec un cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"formation gratuite pour reception d'appels francophones – contrat cdi","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","marrakech"
"conseillers commerciaux experts en assurance/mutuelle santé : salaire jusqu’à 40 000 dhs (courtier français)","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"stage pré-embauche développeur front-end react & react native","informatique, ssii, internet","informatique, nouvelles technologies","fraichement diplômé","bac +2","intérim","non","casablanca"
"réception - service client francophone pour un groupe automobile international- casa","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casablanca - réception d'appels francophones au centre ville","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"conseillers commerciaux experts en assurance sante + auto : rem jusqu’à 35 000 dhs","centres d´appel, hotline, call center","gestion, comptabilité, finance","débutant (de 1 à 3 ans)","bac +2","cdi","non","témara"
"agent de voyage anglophone","tourisme, loisirs","tourisme, hôtellerie, restauration","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
"casa - gestionnaire en assurance parfaitement francophone en reception d'appels","centres d´appel, hotline, call center","métiers des services","débutant (de 1 à 3 ans)","bac +2","cdi","non","casablanca"
